,palavra,solucao
1345,"['-', 'e', 'm', 'n', 'm', '-', '-', 'e', 'o', 'e', 'o', '-', 'n']",0.0
1346,"['-', '-', 'e', 'o', 'n', 'm', 'n', 'm', '-', '-', 'o', 'e', 'e']",8.0
1347,"['n', '-', 'e', '-', 'o', 'm', 'e', 'n', 'e', '-', '-', 'm', 'o']",8.0
1348,"['o', 'm', 'n', 'e', 'e', '-', '-', '-', 'e', 'o', 'm', '-', 'n']",0.0
1349,"['n', '-', '-', 'e', '-', 'e', 'm', 'o', 'e', 'n', 'o', '-', 'm']",0.0
1350,"['-', 'm', 'e', '-', 'm', 'n', 'o', 'e', 'n', 'e', '-', 'o', '-']",0.0
1351,"['n', '-', 'e', 'm', '-', '-', 'o', 'n', 'e', 'o', 'e', '-', 'm']",0.0
1352,"['-', 'o', 'm', 'o', 'e', '-', 'n', 'e', '-', '-', 'e', 'm', 'n']",0.0
1353,"['n', '-', 'o', 'm', '-', 'n', 'e', '-', '-', 'o', 'm', 'e', 'e']",12.0
1354,"['-', 'o', 'm', 'm', 'n', 'e', 'e', '-', 'n', '-', '-', 'o', 'e']",2.0
1355,"['e', 'e', 'o', 'n', 'm', '-', '-', '-', '-', 'e', 'n', 'o', 'm']",24.0
1356,"['-', '-', 'n', 'e', '-', 'n', '-', 'o', 'm', 'm', 'o', 'e', 'e']",34.0
1357,"['e', '-', 'm', 'o', '-', 'n', 'n', 'o', 'e', 'm', '-', 'e', '-']",0.0
1358,"['n', 'm', 'e', 'o', '-', '-', '-', '-', 'e', 'm', 'e', 'o', 'n']",4.0
1359,"['-', '-', 'o', 'e', 'n', '-', 'e', 'n', 'o', 'm', 'e', '-', 'm']",8.0
1360,"['m', '-', '-', 'm', 'e', '-', '-', 'e', 'o', 'n', 'e', 'o', 'n']",44.0
1361,"['-', 'n', 'm', 'o', 'e', '-', 'n', 'm', '-', '-', 'e', 'e', 'o']",0.0
1362,"['o', 'm', 'e', '-', '-', 'm', 'o', 'e', 'n', 'n', '-', 'e', '-']",4.0
1363,"['-', '-', '-', 'n', 'o', 'o', 'm', 'e', '-', 'n', 'e', 'e', 'm']",10.0
1364,"['o', 'm', '-', 'e', 'n', '-', 'o', 'm', 'n', 'e', 'e', '-', '-']",0.0
1365,"['-', '-', '-', 'n', '-', 'e', 'o', 'e', 'e', 'm', 'm', 'n', 'o']",20.0
1366,"['-', 'n', 'o', '-', 'e', '-', 'e', '-', 'o', 'e', 'n', 'm', 'm']",0.0
1367,"['n', 'o', 'e', 'e', 'o', 'm', '-', '-', 'm', '-', 'e', '-', 'n']",7.0
1368,"['m', '-', '-', 'e', '-', 'e', 'o', 'n', 'n', 'o', '-', 'm', 'e']",0.0
1369,"['m', 'o', 'e', 'o', '-', 'n', '-', 'm', 'e', 'n', 'e', '-', '-']",5.0
1370,"['-', 'o', 'm', 'o', 'n', '-', '-', 'e', 'e', 'm', 'n', 'e', '-']",12.0
1371,"['-', 'e', '-', 'e', '-', 'm', 'm', 'o', 'n', 'e', '-', 'o', 'n']",2.0
1372,"['m', '-', 'e', 'e', 'n', 'o', '-', '-', 'm', '-', 'n', 'e', 'o']",0.0
1373,"['m', 'e', '-', 'n', 'o', 'm', 'e', 'n', '-', 'e', '-', 'o', '-']",8.0
1374,"['-', 'n', 'e', 'e', 'm', 'o', '-', 'o', 'e', '-', 'n', 'm', '-']",0.0
1375,"['-', 'e', 'm', 'e', 'e', 'o', '-', 'n', '-', 'n', '-', 'm', 'o']",21.0
1376,"['o', 'm', 'e', '-', 'e', 'o', 'e', '-', 'm', 'n', '-', '-', 'n']",12.0
1377,"['e', '-', '-', 'e', 'o', 'n', '-', '-', 'n', 'm', 'e', 'o', 'm']",0.0
1378,"['m', '-', 'o', '-', 'e', '-', '-', 'n', 'm', 'e', 'o', 'e', 'n']",0.0
1379,"['-', '-', 'e', 'o', 'e', 'm', '-', 'e', '-', 'o', 'n', 'n', 'm']",9.0
1380,"['e', 'm', 'n', 'o', '-', '-', '-', 'o', 'm', 'e', 'e', '-', 'n']",0.0
1381,"['n', 'n', 'o', '-', '-', '-', 'e', 'e', 'm', 'e', 'm', 'o', '-']",0.0
1382,"['-', 'e', '-', 'e', 'n', '-', 'm', 'o', 'e', 'o', 'm', 'n', '-']",5.0
1383,"['n', 'n', 'o', 'e', 'm', '-', '-', 'e', 'm', 'o', 'e', '-', '-']",2.0
1384,"['n', 'e', '-', 'o', 'm', '-', 'm', 'e', '-', 'o', 'e', '-', 'n']",16.0
1385,"['n', 'm', '-', 'e', '-', 'e', '-', '-', 'o', 'n', 'o', 'm', 'e']",36.0
1386,"['e', '-', 'e', '-', '-', 'o', 'e', 'm', 'o', 'n', 'n', '-', 'm']",24.0
1387,"['e', '-', 'n', 'e', 'n', '-', 'e', 'o', '-', '-', 'm', 'o', 'm']",6.0
1388,"['-', '-', '-', 'n', 'm', 'e', 'e', 'n', 'm', 'e', '-', 'o', 'o']",0.0
1389,"['-', 'm', 'o', 'n', '-', 'o', '-', 'e', 'e', 'e', 'm', '-', 'n']",0.0
1390,"['o', 'n', 'e', '-', 'o', 'm', 'e', '-', 'n', 'e', '-', 'm', '-']",2.0
1391,"['n', '-', 'e', 'o', 'm', 'e', '-', 'm', 'n', '-', '-', 'o', 'e']",0.0
1392,"['e', '-', 'm', 'm', 'n', 'o', 'o', '-', 'e', 'n', '-', 'e', '-']",0.0
1393,"['-', '-', 'e', '-', 'm', 'n', 'n', 'e', 'm', 'e', '-', 'o', 'o']",0.0
1394,"['-', 'n', 'e', 'm', 'n', '-', 'o', 'o', 'e', '-', '-', 'm', 'e']",0.0
1395,"['m', '-', '-', 'n', 'm', '-', '-', 'n', 'e', 'o', 'o', 'e', 'e']",0.0
1396,"['m', 'e', '-', 'e', '-', 'n', 'm', 'e', 'o', 'o', 'n', '-', '-']",24.0
1397,"['o', '-', 'o', 'n', 'n', '-', 'e', '-', '-', 'e', 'e', 'm', 'm']",8.0
1398,"['e', 'o', 'm', 'e', '-', 'e', '-', 'n', '-', 'n', 'm', 'o', '-']",6.0
1399,"['e', '-', '-', 'n', 'o', 'o', '-', 'm', 'e', '-', 'm', 'e', 'n']",0.0
1400,"['-', '-', 'm', '-', 'o', '-', 'e', 'm', 'e', 'n', 'e', 'n', 'o']",6.0
1401,"['e', '-', 'n', 'e', 'm', 'o', 'o', 'n', 'e', 'm', '-', '-', '-']",0.0
1402,"['o', 'n', '-', 'e', '-', 'm', 'e', 'e', 'm', '-', 'o', 'n', '-']",12.0
1403,"['o', 'e', 'n', 'n', '-', 'e', 'm', '-', 'o', '-', '-', 'm', 'e']",3.0
1404,"['o', 'e', 'n', 'e', 'm', '-', 'm', 'o', 'e', '-', '-', '-', 'n']",23.0
1405,"['-', '-', 'e', 'n', 'e', 'o', '-', '-', 'm', 'e', 'm', 'n', 'o']",16.0
1406,"['-', 'e', 'e', 'm', 'n', 'e', '-', 'n', 'm', '-', 'o', '-', 'o']",14.0
1407,"['-', 'm', 'o', '-', '-', 'n', 'm', 'e', 'e', '-', 'e', 'o', 'n']",0.0
1408,"['-', 'm', '-', 'n', 'e', 'e', 'm', '-', '-', 'o', 'n', 'e', 'o']",9.0
1409,"['m', '-', '-', 'm', 'n', 'e', 'e', 'o', '-', 'e', '-', 'o', 'n']",11.0
1410,"['-', 'o', '-', '-', 'e', 'n', 'e', '-', 'm', 'm', 'e', 'o', 'n']",12.0
1411,"['o', '-', 'm', '-', '-', 'e', 'e', 'o', 'n', 'm', '-', 'e', 'n']",0.0
1412,"['o', '-', 'o', '-', 'n', 'e', 'm', 'e', '-', 'n', 'm', '-', 'e']",36.0
1413,"['e', 'e', '-', 'n', '-', 'e', '-', 'o', 'n', 'm', 'm', '-', 'o']",0.0
1414,"['o', 'n', '-', 'm', 'e', '-', 'o', 'm', 'n', '-', 'e', 'e', '-']",8.0
1415,"['-', 'e', 'e', '-', 'm', '-', 'n', 'o', 'm', '-', 'o', 'e', 'n']",0.0
1416,"['-', '-', 'o', 'e', 'm', 'm', 'e', 'n', 'e', '-', '-', 'o', 'n']",0.0
1417,"['m', 'e', 'e', 'e', '-', '-', '-', 'n', '-', 'm', 'o', 'n', 'o']",14.0
1418,"['e', 'n', '-', 'o', 'm', 'e', 'm', 'e', 'n', '-', '-', '-', 'o']",0.0
1419,"['n', '-', 'e', 'o', 'm', 'e', 'n', '-', 'm', 'o', 'e', '-', '-']",0.0
1420,"['m', '-', 'n', 'e', 'e', 'o', '-', '-', 'e', '-', 'o', 'm', 'n']",0.0
1421,"['o', 'n', 'm', '-', 'o', '-', 'n', 'e', 'e', 'm', '-', '-', 'e']",13.0
1422,"['-', 'm', 'e', 'e', 'n', '-', 'm', 'e', 'o', 'o', 'n', '-', '-']",16.0
1423,"['n', '-', 'm', '-', 'e', '-', 'e', 'o', 'n', 'o', 'e', 'm', '-']",0.0
1424,"['m', 'm', 'e', 'o', 'n', '-', 'o', 'e', '-', '-', '-', 'n', 'e']",0.0
1425,"['m', 'm', '-', 'n', 'n', 'e', 'e', 'o', '-', '-', 'e', '-', 'o']",0.0
1426,"['e', 'n', 'm', '-', '-', 'o', 'e', 'n', 'o', '-', '-', 'e', 'm']",0.0
1427,"['-', 'e', 'o', 'n', '-', 'm', 'm', '-', 'e', '-', 'o', 'e', 'n']",0.0
1428,"['-', 'o', '-', '-', 'e', 'e', 'o', 'n', '-', 'm', 'm', 'e', 'n']",3.0
1429,"['-', 'e', 'm', '-', 'o', 'n', 'e', 'e', 'n', 'm', 'o', '-', '-']",14.0
1430,"['-', '-', 'm', 'n', '-', 'n', 'o', 'm', 'e', 'o', 'e', '-', 'e']",4.0
1431,"['n', 'o', 'm', '-', '-', '-', 'n', 'e', '-', 'm', 'e', 'e', 'o']",14.0
1432,"['e', 'e', '-', 'o', '-', '-', '-', 'n', 'm', 'n', 'e', 'm', 'o']",48.0
1433,"['-', 'o', 'n', 'm', 'e', 'm', 'e', 'o', 'n', '-', '-', 'e', '-']",0.0
1434,"['e', 'm', 'e', 'o', 'e', 'm', '-', '-', 'n', 'o', '-', '-', 'n']",7.0
1435,"['-', 'm', '-', 'e', 'n', 'o', 'm', 'n', '-', '-', 'o', 'e', 'e']",0.0
1436,"['-', 'e', 'o', 'm', 'e', 'm', '-', '-', 'n', '-', 'o', 'e', 'n']",12.0
1437,"['e', 'e', 'e', '-', 'm', 'o', '-', 'n', 'o', 'n', 'm', '-', '-']",9.0
1438,"['e', 'n', 'e', 'o', '-', 'n', '-', 'e', 'm', '-', 'o', '-', 'm']",8.0
1439,"['-', 'm', 'e', 'o', 'e', 'o', '-', '-', 'm', 'e', 'n', 'n', '-']",8.0
1440,"['o', 'e', '-', 'm', '-', 'e', 'n', '-', 'n', 'm', 'o', 'e', '-']",7.0
1441,"['o', 'n', 'e', '-', 'e', '-', 'e', '-', 'o', 'm', 'm', '-', 'n']",8.0
1442,"['m', 'e', 'e', 'o', 'n', '-', 'o', 'e', 'n', '-', '-', 'm', '-']",0.0
1443,"['o', 'o', 'n', 'e', '-', '-', 'm', 'n', 'm', 'e', 'e', '-', '-']",7.0
1444,"['o', '-', 'n', '-', 'e', 'm', '-', 'e', '-', 'o', 'm', 'e', 'n']",0.0
1445,"['m', 'e', 'o', '-', '-', 'e', 'o', 'n', '-', 'e', 'n', '-', 'm']",6.0
1446,"['-', 'n', '-', 'm', 'm', 'e', 'o', '-', 'o', 'e', 'n', 'e', '-']",0.0
1447,"['n', 'm', 'm', '-', '-', 'n', 'o', '-', 'e', 'o', '-', 'e', 'e']",8.0
1448,"['-', 'n', 'o', '-', 'n', 'm', 'o', 'e', 'm', '-', '-', 'e', 'e']",20.0
1449,"['e', '-', 'e', 'n', 'o', 'e', 'n', '-', '-', 'o', '-', 'm', 'm']",0.0
1450,"['n', 'o', '-', 'e', 'o', 'm', 'n', '-', 'e', 'm', '-', '-', 'e']",16.0
1451,"['n', '-', 'e', '-', 'o', 'e', '-', 'e', '-', 'm', 'n', 'o', 'm']",19.0
1452,"['n', 'm', '-', '-', 'o', '-', 'e', '-', 'e', 'm', 'n', 'e', 'o']",8.0
1453,"['e', '-', 'm', '-', 'e', 'm', 'n', '-', 'n', 'o', 'e', '-', 'o']",2.0
1454,"['n', 'n', '-', 'm', '-', 'e', 'o', 'e', '-', 'm', '-', 'e', 'o']",12.0
1455,"['e', '-', '-', 'm', '-', 'e', 'n', '-', 'e', 'm', 'n', 'o', 'o']",0.0
1456,"['-', '-', 'e', 'o', '-', 'o', 'n', 'e', 'm', 'n', 'm', '-', 'e']",0.0
1457,"['-', 'e', '-', 'n', 'e', 'o', 'm', 'o', 'm', 'e', '-', '-', 'n']",0.0
1458,"['n', '-', 'n', 'e', '-', 'e', 'o', '-', 'o', '-', 'm', 'e', 'm']",0.0
1459,"['m', 'o', '-', 'e', 'n', 'o', '-', 'e', '-', 'm', '-', 'e', 'n']",0.0
1460,"['-', '-', '-', 'm', 'o', 'e', 'm', 'e', 'n', 'n', '-', 'o', 'e']",0.0
1461,"['e', '-', '-', 'o', 'n', 'n', '-', '-', 'o', 'e', 'e', 'm', 'm']",12.0
1462,"['e', 'm', 'n', '-', '-', 'e', '-', 'n', 'o', 'o', 'm', '-', 'e']",0.0
1463,"['-', '-', 'e', 'o', '-', 'n', 'n', 'o', 'e', 'm', 'e', '-', 'm']",10.0
1464,"['-', 'o', 'o', '-', 'e', 'n', '-', 'e', 'n', '-', 'm', 'e', 'm']",16.0
1465,"['-', '-', 'n', 'o', 'e', 'e', '-', 'n', 'm', 'm', '-', 'o', 'e']",9.0
1466,"['-', '-', 'n', 'm', 'e', '-', 'e', 'o', 'm', '-', 'o', 'e', 'n']",0.0
1467,"['-', 'n', 'o', 'o', 'e', '-', 'm', 'm', 'e', 'n', 'e', '-', '-']",0.0
1468,"['o', 'm', 'o', '-', 'e', 'e', '-', '-', 'n', 'n', 'e', '-', 'm']",14.0
1469,"['o', '-', 'm', '-', 'n', '-', 'e', '-', 'o', 'e', 'n', 'e', 'm']",0.0
1470,"['-', 'e', 'e', '-', 'm', '-', 'n', 'm', 'o', 'n', 'e', '-', 'o']",26.0
1471,"['-', '-', 'e', 'm', 'n', 'o', '-', 'm', 'n', 'o', 'e', '-', 'e']",3.0
1472,"['o', '-', 'e', '-', 'o', 'm', 'n', '-', 'm', 'e', '-', 'n', 'e']",0.0
1473,"['e', 'e', 'o', '-', 'e', 'n', 'o', 'm', '-', 'n', '-', '-', 'm']",24.0
1474,"['n', '-', 'm', 'n', '-', 'o', '-', 'e', '-', 'o', 'm', 'e', 'e']",0.0
1475,"['m', 'n', 'o', '-', 'm', 'e', 'n', 'o', 'e', '-', '-', '-', 'e']",8.0
1476,"['e', 'o', 'm', '-', 'e', '-', 'e', '-', 'm', '-', 'n', 'n', 'o']",16.0
1477,"['n', 'm', 'o', '-', 'e', '-', '-', 'n', '-', 'm', 'e', 'e', 'o']",12.0
1478,"['n', 'o', '-', 'm', '-', '-', 'n', 'o', 'e', 'e', '-', 'm', 'e']",19.0
1479,"['o', 'n', '-', 'e', '-', 'e', 'm', '-', 'e', 'o', '-', 'n', 'm']",0.0
1480,"['e', 'o', 'm', 'n', '-', 'o', 'e', 'e', '-', '-', 'm', 'n', '-']",10.0
1481,"['-', 'm', 'e', '-', '-', 'e', 'n', '-', 'n', 'o', 'o', 'e', 'm']",0.0
1482,"['-', 'e', 'n', 'o', 'm', '-', 'm', 'e', '-', 'n', '-', 'o', 'e']",10.0
1483,"['o', 'o', 'm', '-', 'n', 'e', 'n', 'e', 'm', '-', '-', 'e', '-']",5.0
1484,"['e', 'm', 'n', 'e', '-', 'n', 'm', 'o', 'e', '-', 'o', '-', '-']",4.0
1485,"['m', 'e', '-', 'e', 'n', 'o', '-', '-', 'o', '-', 'n', 'e', 'm']",6.0
1486,"['n', 'e', 'e', 'm', '-', '-', 'o', 'n', '-', '-', 'o', 'e', 'm']",0.0
1487,"['e', 'o', 'o', '-', 'n', 'e', 'm', 'm', '-', '-', 'n', '-', 'e']",12.0
1488,"['m', 'e', 'm', 'e', '-', '-', 'o', 'n', 'o', '-', 'e', 'n', '-']",14.0
1489,"['m', 'e', '-', 'o', 'm', '-', 'n', '-', '-', 'o', 'e', 'e', 'n']",17.0
1490,"['-', 'n', 'o', 'n', 'o', 'e', 'e', 'm', '-', 'e', '-', 'm', '-']",8.0
1491,"['e', '-', 'e', '-', 'o', 'o', '-', 'm', 'e', 'm', 'n', 'n', '-']",0.0
1492,"['e', 'm', 'n', 'm', 'n', '-', 'o', '-', '-', '-', 'e', 'o', 'e']",0.0
1493,"['-', '-', 'e', 'm', 'e', '-', 'e', '-', 'o', 'n', 'n', 'm', 'o']",16.0
1494,"['e', 'e', '-', 'n', 'o', 'n', 'm', '-', '-', 'e', '-', 'o', 'm']",15.0
1495,"['e', '-', 'e', '-', 'o', 'n', '-', 'o', 'e', 'n', 'm', '-', 'm']",0.0
1496,"['e', 'e', 'm', '-', 'e', 'n', '-', 'o', '-', 'm', 'o', '-', 'n']",4.0
1497,"['o', 'n', 'm', 'n', '-', 'e', 'e', '-', 'm', 'e', '-', '-', 'o']",7.0
1498,"['-', 'm', '-', 'e', '-', 'o', 'o', 'm', 'e', 'e', 'n', 'n', '-']",0.0
1499,"['-', 'n', 'e', 'e', 'o', '-', 'o', '-', '-', 'm', 'm', 'e', 'n']",16.0
1500,"['e', 'o', '-', 'e', 'm', 'n', 'e', '-', 'o', '-', 'm', '-', 'n']",12.0
1501,"['-', 'e', '-', '-', 'n', 'o', 'o', 'm', 'e', 'n', 'e', '-', 'm']",0.0
1502,"['e', '-', 'o', 'm', 'n', '-', 'e', 'e', '-', 'n', 'o', '-', 'm']",0.0
1503,"['m', '-', 'e', '-', 'n', 'o', '-', 'n', 'e', '-', 'e', 'm', 'o']",10.0
1504,"['e', '-', 'm', 'o', '-', '-', 'e', '-', 'o', 'e', 'm', 'n', 'n']",6.0
1505,"['m', '-', '-', 'e', '-', 'o', 'm', 'e', 'n', 'n', 'e', 'o', '-']",17.0
1506,"['-', 'e', 'o', 'm', '-', 'e', '-', '-', 'n', 'e', 'o', 'm', 'n']",12.0
1507,"['e', '-', 'e', '-', 'n', 'e', 'm', 'o', 'o', '-', 'n', '-', 'm']",21.0
1508,"['o', 'n', '-', '-', 'e', 'm', 'n', 'e', '-', '-', 'e', 'o', 'm']",15.0
1509,"['o', '-', 'e', 'e', 'e', '-', 'm', 'o', '-', '-', 'n', 'm', 'n']",0.0
1510,"['o', '-', 'm', 'e', 'e', 'n', 'n', '-', '-', '-', 'o', 'm', 'e']",0.0
1511,"['o', 'e', 'e', '-', 'm', 'n', 'n', 'o', '-', 'e', 'm', '-', '-']",3.0
1512,"['e', '-', 'o', '-', 'o', 'e', 'e', 'm', 'n', '-', 'm', 'n', '-']",16.0
1513,"['e', 'm', '-', 'n', '-', '-', 'm', '-', 'n', 'o', 'o', 'e', 'e']",12.0
1514,"['e', 'n', '-', '-', 'o', 'n', '-', 'e', 'm', 'o', 'm', 'e', '-']",0.0
1515,"['-', 'n', 'e', 'o', 'e', '-', 'm', '-', 'n', 'e', 'o', '-', 'm']",0.0
1516,"['-', '-', 'm', 'm', 'e', 'e', 'o', 'n', 'o', '-', 'e', 'n', '-']",22.0
1517,"['-', '-', 'o', 'o', 'm', 'n', '-', 'e', '-', 'e', 'm', 'e', 'n']",9.0
1518,"['n', '-', 'n', '-', 'o', '-', 'e', 'o', 'e', 'm', '-', 'e', 'm']",0.0
1519,"['m', 'm', '-', '-', 'o', 'e', '-', 'e', 'n', 'e', 'o', 'n', '-']",0.0
1520,"['o', 'e', 'm', 'm', 'e', '-', '-', '-', 'n', 'e', 'o', 'n', '-']",0.0
1521,"['m', 'n', '-', 'e', 'm', 'n', 'o', 'e', 'e', 'o', '-', '-', '-']",10.0
1522,"['e', '-', 'm', 'n', 'n', '-', 'm', '-', 'o', 'o', 'e', 'e', '-']",20.0
1523,"['o', 'e', 'm', '-', 'm', 'e', 'e', 'o', '-', 'n', 'n', '-', '-']",10.0
1524,"['e', 'e', '-', 'o', 'o', 'n', 'm', '-', '-', 'n', 'e', 'm', '-']",0.0
1525,"['e', '-', 'e', 'e', '-', '-', 'n', 'o', 'n', 'm', '-', 'm', 'o']",0.0
1526,"['o', '-', 'e', 'e', '-', 'm', 'e', '-', 'o', 'n', 'n', 'm', '-']",8.0
1527,"['n', '-', 'e', 'e', 'n', 'o', 'o', 'e', 'm', '-', 'm', '-', '-']",6.0
1528,"['e', 'o', '-', 'm', '-', 'n', '-', 'm', 'e', 'o', '-', 'e', 'n']",4.0
1529,"['e', 'n', '-', 'o', '-', '-', 'e', '-', 'n', 'o', 'e', 'm', 'm']",15.0
1530,"['n', 'e', 'e', 'm', 'o', 'm', '-', 'o', '-', 'e', '-', 'n', '-']",12.0
1531,"['m', 'm', 'e', '-', '-', 'n', 'e', 'o', '-', 'e', 'o', 'n', '-']",5.0
1532,"['o', 'n', 'e', 'n', 'm', 'e', '-', 'e', '-', 'm', '-', 'o', '-']",0.0
1533,"['-', 'm', 'n', 'e', '-', 'm', '-', 'n', '-', 'o', 'e', 'e', 'o']",12.0
1534,"['o', '-', 'm', 'e', 'n', '-', 'n', 'o', '-', '-', 'e', 'e', 'm']",2.0
1535,"['e', '-', 'm', 'e', '-', 'n', 'o', 'o', '-', 'm', 'e', '-', 'n']",6.0
1536,"['o', 'n', 'm', '-', 'o', 'm', '-', '-', 'e', 'e', '-', 'e', 'n']",12.0
1537,"['-', '-', 'o', 'o', '-', '-', 'n', 'm', 'e', 'n', 'm', 'e', 'e']",0.0
1538,"['e', 'o', '-', 'n', '-', 'o', 'm', 'm', '-', 'e', 'n', 'e', '-']",8.0
1539,"['-', 'e', '-', 'o', 'e', 'm', 'n', 'm', 'e', 'n', '-', 'o', '-']",4.0
1540,"['e', 'e', 'm', 'n', 'm', '-', '-', '-', 'n', 'e', '-', 'o', 'o']",18.0
1541,"['m', 'o', '-', '-', 'e', 'm', 'o', '-', 'n', '-', 'n', 'e', 'e']",14.0
1542,"['o', 'e', 'm', '-', '-', 'e', '-', 'n', 'e', 'o', '-', 'm', 'n']",0.0
1543,"['n', 'o', 'e', '-', '-', 'm', '-', 'o', 'e', 'n', '-', 'm', 'e']",12.0
1544,"['e', 'm', 'n', '-', 'e', 'm', '-', 'n', 'o', '-', 'o', '-', 'e']",13.0
1545,"['e', '-', '-', '-', 'o', 'n', 'e', 'n', 'm', 'e', 'm', '-', 'o']",26.0
1546,"['e', 'o', 'o', 'n', 'e', '-', 'm', '-', 'e', 'n', '-', 'm', '-']",0.0
1547,"['o', 'n', 'e', 'e', '-', 'o', '-', 'm', 'e', '-', 'n', '-', 'm']",0.0
1548,"['e', 'e', 'n', 'n', 'o', 'e', '-', 'o', '-', 'm', '-', '-', 'm']",7.0
1549,"['m', '-', '-', 'm', 'o', 'o', 'e', 'n', 'e', '-', 'e', '-', 'n']",0.0
1550,"['-', 'o', 'm', 'e', '-', '-', 'n', '-', 'e', 'm', 'n', 'o', 'e']",24.0
1551,"['-', '-', 'o', 'e', 'm', 'o', 'n', 'e', 'e', '-', 'n', 'm', '-']",5.0
1552,"['e', 'm', '-', 'o', '-', 'n', 'e', 'o', 'n', 'e', '-', 'm', '-']",0.0
1553,"['e', '-', 'o', 'e', 'o', 'n', 'n', '-', '-', 'e', 'm', 'm', '-']",6.0
1554,"['-', '-', 'e', '-', '-', 'e', 'm', 'o', 'o', 'e', 'n', 'n', 'm']",0.0
1555,"['n', 'o', 'e', 'e', 'm', 'e', 'n', '-', '-', '-', 'm', 'o', '-']",13.0
1556,"['o', 'o', 'm', 'e', '-', '-', 'n', '-', '-', 'e', 'm', 'n', 'e']",0.0
1557,"['m', '-', 'o', 'm', 'n', 'e', '-', '-', 'e', 'e', 'n', '-', 'o']",25.0
1558,"['-', 'e', 'e', 'm', 'm', '-', 'o', 'e', '-', 'o', '-', 'n', 'n']",14.0
1559,"['n', 'm', 'm', 'e', '-', '-', 'o', 'e', '-', '-', 'e', 'n', 'o']",4.0
1560,"['m', 'e', 'o', '-', 'm', '-', 'e', '-', 'n', 'e', 'o', '-', 'n']",12.0
1561,"['-', 'n', 'o', 'n', 'e', '-', 'm', '-', 'e', 'm', 'o', '-', 'e']",5.0
1562,"['m', 'e', 'e', 'e', 'n', 'n', '-', '-', '-', 'o', 'o', '-', 'm']",7.0
1563,"['n', 'e', '-', 'm', 'e', 'o', '-', 'e', 'o', 'n', '-', '-', 'm']",0.0
1564,"['m', 'o', 'm', '-', 'n', 'o', 'e', 'e', '-', '-', 'e', 'n', '-']",8.0
1565,"['-', '-', 'o', 'n', 'e', 'm', 'm', 'o', 'n', '-', '-', 'e', 'e']",0.0
1566,"['o', '-', '-', 'm', 'm', 'o', 'e', 'e', 'e', 'n', 'n', '-', '-']",0.0
1567,"['-', 'o', 'o', 'm', 'e', 'n', '-', '-', 'e', 'e', 'n', 'm', '-']",0.0
1568,"['e', '-', 'e', '-', '-', 'e', 'm', 'o', 'n', 'n', 'm', '-', 'o']",36.0
1569,"['e', 'e', 'n', 'n', '-', '-', '-', 'm', '-', 'o', 'e', 'm', 'o']",16.0
1570,"['e', '-', 'e', 'e', 'm', '-', 'o', 'n', 'o', '-', 'n', 'm', '-']",18.0
1571,"['-', 'm', 'o', 'm', 'e', 'e', 'o', 'e', 'n', 'n', '-', '-', '-']",7.0
1572,"['e', 'm', 'e', 'n', '-', '-', 'e', 'n', '-', 'o', 'm', 'o', '-']",9.0
1573,"['n', '-', '-', 'm', 'm', 'e', 'n', 'o', 'o', '-', '-', 'e', 'e']",26.0
1574,"['o', 'e', '-', 'e', 'm', 'o', 'm', 'e', 'n', '-', '-', '-', 'n']",0.0
1575,"['n', 'e', 'e', 'm', 'o', '-', 'n', '-', '-', '-', 'o', 'm', 'e']",8.0
1576,"['e', 'n', 'e', 'o', 'm', 'n', 'o', '-', '-', 'm', 'e', '-', '-']",0.0
1577,"['n', 'n', '-', '-', 'm', '-', 'm', 'e', 'e', 'o', 'e', '-', 'o']",20.0
1578,"['-', 'o', 'e', 'n', '-', 'o', 'm', '-', 'm', 'n', 'e', 'e', '-']",0.0
1579,"['o', 'e', '-', 'n', 'm', 'e', 'o', '-', '-', 'e', 'n', '-', 'm']",7.0
1580,"['m', '-', 'o', 'e', '-', 'n', 'm', '-', '-', 'e', 'e', 'n', 'o']",11.0
1581,"['e', '-', 'e', 'm', 'n', '-', 'e', 'o', 'm', '-', 'n', '-', 'o']",0.0
1582,"['e', 'e', 'm', 'e', 'o', 'm', '-', 'o', '-', '-', '-', 'n', 'n']",2.0
1583,"['-', '-', 'm', 'm', '-', 'e', 'o', 'e', 'n', 'e', 'n', 'o', '-']",18.0
1584,"['o', 'e', 'n', 'e', '-', '-', '-', '-', 'o', 'm', 'e', 'n', 'm']",0.0
1585,"['-', 'n', 'm', 'm', '-', '-', 'o', 'e', 'e', '-', 'n', 'e', 'o']",24.0
1586,"['e', 'm', '-', '-', 'e', 'n', 'o', 'e', '-', 'n', '-', 'm', 'o']",14.0
1587,"['m', '-', 'e', 'e', '-', '-', 'o', 'm', 'e', 'n', 'o', 'n', '-']",16.0
1588,"['m', 'e', 'n', '-', 'e', 'e', '-', 'o', '-', 'o', '-', 'm', 'n']",7.0
1589,"['-', '-', 'o', 'n', 'o', 'm', 'e', '-', 'n', 'e', 'm', 'e', '-']",0.0
1590,"['-', '-', '-', 'e', '-', 'n', 'o', 'm', 'e', 'm', 'n', 'e', 'o']",12.0
1591,"['m', 'n', '-', 'e', 'e', 'o', 'o', 'e', '-', '-', '-', 'm', 'n']",8.0
1592,"['-', 'm', 'e', 'e', 'n', '-', 'o', 'e', 'o', '-', 'n', 'm', '-']",12.0
