,palavra,solucao
3091,"['-', '-', 'o', 'm', 'm', 'n', 'e', '-', 'e', 'e', 'n', 'o', '-']",0.0
3092,"['-', 'm', 'e', 'n', 'o', '-', 'n', 'm', 'o', '-', 'e', '-', 'e']",1.0
3093,"['e', 'o', '-', 'm', 'e', 'm', '-', '-', 'n', 'e', '-', 'n', 'o']",16.0
3094,"['-', 'e', 'm', 'n', 'e', '-', 'n', '-', 'm', '-', 'e', 'o', 'o']",4.0
3095,"['-', 'm', '-', 'm', 'o', 'e', 'n', 'e', 'n', 'o', '-', '-', 'e']",0.0
3096,"['e', '-', 'e', 'n', 'e', '-', 'n', '-', 'm', 'm', '-', 'o', 'o']",4.0
3097,"['-', 'o', '-', 'e', 'o', '-', 'n', 'e', 'm', '-', 'n', 'm', 'e']",18.0
3098,"['-', '-', 'e', 'n', '-', '-', 'm', 'm', 'e', 'e', 'o', 'o', 'n']",0.0
3099,"['e', 'm', '-', 'o', '-', '-', 'e', 'e', '-', 'n', 'o', 'n', 'm']",11.0
3100,"['-', 'n', '-', 'o', '-', 'o', 'm', 'n', 'e', '-', 'm', 'e', 'e']",4.0
3101,"['-', 'n', 'e', 'm', '-', 'e', 'e', 'm', '-', '-', 'n', 'o', 'o']",24.0
3102,"['-', 'e', '-', 'm', 'n', 'm', 'e', 'o', 'e', 'o', '-', 'n', '-']",14.0
3103,"['n', 'e', '-', 'e', 'm', 'o', 'o', 'e', 'm', '-', 'n', '-', '-']",6.0
3104,"['-', 'o', '-', 'e', 'e', 'n', 'n', 'e', '-', 'o', '-', 'm', 'm']",13.0
3105,"['e', '-', 'o', 'e', '-', 'n', 'n', 'o', '-', 'e', 'm', 'm', '-']",5.0
3106,"['e', '-', '-', 'o', 'm', '-', 'n', 'm', '-', 'e', 'e', 'n', 'o']",0.0
3107,"['-', 'o', '-', '-', 'e', 'o', 'e', 'm', 'e', '-', 'n', 'n', 'm']",0.0
3108,"['n', 'e', '-', 'e', 'n', 'o', 'm', 'o', 'e', 'm', '-', '-', '-']",7.0
3109,"['o', 'e', '-', 'm', 'e', 'm', '-', 'n', 'n', '-', 'o', 'e', '-']",12.0
3110,"['-', 'm', '-', 'm', 'e', '-', 'e', 'o', 'n', '-', 'n', 'e', 'o']",0.0
3111,"['e', 'm', 'm', '-', 'e', '-', '-', 'e', 'n', 'o', 'n', '-', 'o']",8.0
3112,"['-', 'o', '-', 'm', '-', 'n', '-', 'n', 'm', 'e', 'o', 'e', 'e']",72.0
3113,"['-', 'n', '-', 'e', 'o', 'n', '-', 'e', 'e', 'm', 'm', 'o', '-']",6.0
3114,"['e', 'o', '-', 'n', 'm', 'e', '-', 'n', '-', 'e', '-', 'o', 'm']",0.0
3115,"['m', 'e', '-', 'e', 'e', 'n', 'o', '-', 'o', 'm', '-', '-', 'n']",24.0
3116,"['-', 'n', 'm', 'm', '-', 'n', 'e', '-', 'e', '-', 'o', 'e', 'o']",10.0
3117,"['-', 'n', '-', 'e', 'm', 'e', 'e', '-', 'o', '-', 'o', 'm', 'n']",12.0
3118,"['n', 'o', '-', '-', 'm', '-', 'e', 'e', 'o', 'm', '-', 'n', 'e']",0.0
3119,"['e', 'o', 'e', 'n', '-', '-', '-', 'm', '-', 'n', 'o', 'm', 'e']",15.0
3120,"['e', '-', '-', 'o', '-', 'e', 'e', 'm', '-', 'm', 'o', 'n', 'n']",6.0
3121,"['e', '-', 'e', '-', 'm', 'm', 'e', 'n', 'o', '-', '-', 'o', 'n']",0.0
3122,"['-', 'o', 'o', 'm', 'e', 'm', 'n', 'n', '-', '-', 'e', '-', 'e']",1.0
3123,"['-', 'o', '-', 'e', '-', 'e', 'o', 'n', 'e', 'n', 'm', 'm', '-']",4.0
3124,"['-', 'e', 'n', '-', 'm', 'o', 'n', '-', 'e', '-', 'o', 'm', 'e']",0.0
3125,"['n', 'e', 'm', '-', '-', 'e', '-', 'e', 'o', 'n', 'm', 'o', '-']",12.0
3126,"['e', '-', 'n', 'e', '-', 'n', 'm', 'o', '-', 'e', 'm', '-', 'o']",0.0
3127,"['-', 'm', 'm', '-', 'o', 'n', 'e', '-', 'n', 'e', '-', 'o', 'e']",8.0
3128,"['-', 'm', 'n', '-', 'm', 'o', 'e', 'o', 'e', 'e', 'n', '-', '-']",13.0
3129,"['e', 'e', '-', 'm', '-', '-', 'e', 'n', 'o', '-', 'n', 'o', 'm']",15.0
3130,"['e', 'e', 'm', 'n', 'o', 'o', '-', '-', 'm', '-', 'n', 'e', '-']",5.0
3131,"['o', 'n', '-', 'e', 'e', 'm', 'o', 'e', '-', 'm', '-', '-', 'n']",12.0
3132,"['e', 'n', 'e', '-', 'o', 'm', 'm', 'o', 'e', 'n', '-', '-', '-']",0.0
3133,"['e', '-', 'm', 'm', 'e', 'n', '-', 'o', 'e', '-', 'n', 'o', '-']",0.0
3134,"['-', '-', 'n', 'e', 'm', '-', 'o', '-', 'e', 'e', 'n', 'm', 'o']",22.0
3135,"['e', 'n', 'n', 'o', 'm', 'm', '-', 'e', '-', 'e', '-', '-', 'o']",0.0
3136,"['-', 'm', '-', 'm', '-', 'n', 'o', 'n', 'e', 'e', 'o', '-', 'e']",4.0
3137,"['n', 'n', 'm', '-', 'e', 'o', 'o', 'e', 'e', 'm', '-', '-', '-']",0.0
3138,"['n', 'e', 'o', '-', 'm', 'm', 'e', 'e', 'n', '-', '-', '-', 'o']",0.0
3139,"['m', 'o', 'n', 'e', 'm', '-', '-', '-', 'n', 'o', '-', 'e', 'e']",17.0
3140,"['m', '-', '-', '-', 'n', 'm', 'n', 'e', 'o', 'e', '-', 'o', 'e']",11.0
3141,"['-', '-', 'o', '-', 'm', 'm', 'o', 'e', 'n', 'e', 'e', 'n', '-']",7.0
3142,"['n', 'o', '-', 'o', '-', '-', 'e', 'm', '-', 'n', 'm', 'e', 'e']",3.0
3143,"['-', '-', 'o', '-', 'o', 'e', 'm', 'e', 'e', 'n', 'm', '-', 'n']",16.0
3144,"['-', 'o', 'n', 'o', 'e', 'm', '-', 'e', 'm', '-', 'e', 'n', '-']",27.0
3145,"['-', '-', 'e', 'e', 'o', 'o', 'n', 'm', '-', 'm', 'e', 'n', '-']",12.0
3146,"['n', 'o', 'o', 'n', 'e', '-', 'e', 'm', '-', 'e', 'm', '-', '-']",18.0
3147,"['e', 'n', '-', 'e', 'o', '-', 'm', '-', 'm', 'o', '-', 'n', 'e']",30.0
3148,"['o', '-', 'o', 'n', 'n', '-', '-', 'm', 'e', 'm', 'e', 'e', '-']",4.0
3149,"['e', 'e', 'm', '-', 'm', '-', 'n', 'n', '-', 'e', 'o', '-', 'o']",2.0
3150,"['-', '-', 'e', 'e', 'e', 'm', 'n', 'o', '-', 'n', 'm', 'o', '-']",21.0
3151,"['-', 'e', 'e', 'n', 'e', '-', '-', 'n', 'o', '-', 'm', 'o', 'm']",8.0
3152,"['m', '-', 'e', 'e', 'n', 'o', '-', 'n', 'm', 'e', 'o', '-', '-']",0.0
3153,"['o', 'n', '-', 'o', 'e', '-', '-', 'e', 'm', 'm', 'e', '-', 'n']",0.0
3154,"['-', 'm', '-', 'e', 'm', 'n', '-', 'e', '-', 'e', 'n', 'o', 'o']",0.0
3155,"['e', 'm', 'o', 'n', '-', 'm', 'n', '-', '-', 'o', 'e', '-', 'e']",11.0
3156,"['e', '-', 'm', 'e', '-', 'o', 'n', 'e', '-', 'm', 'o', '-', 'n']",21.0
3157,"['-', 'e', 'n', 'o', 'e', 'n', 'm', 'e', '-', '-', '-', 'm', 'o']",0.0
3158,"['e', 'n', '-', 'e', '-', 'o', 'm', '-', '-', 'o', 'm', 'e', 'n']",12.0
3159,"['n', 'e', '-', 'o', 'e', '-', 'o', '-', 'n', 'm', '-', 'm', 'e']",0.0
3160,"['e', '-', 'm', 'o', 'o', '-', 'm', 'e', '-', 'n', 'e', '-', 'n']",48.0
3161,"['-', 'm', '-', 'e', '-', 'e', 'e', 'o', 'm', 'n', 'o', '-', 'n']",14.0
3162,"['-', 'm', 'o', 'n', 'e', 'n', 'e', 'o', '-', '-', '-', 'm', 'e']",12.0
3163,"['o', 'n', 'o', '-', 'm', 'e', 'm', '-', '-', '-', 'e', 'e', 'n']",8.0
3164,"['e', '-', 'o', 'n', 'o', 'm', 'e', '-', 'm', 'n', '-', 'e', '-']",13.0
3165,"['e', 'm', '-', 'n', 'n', 'e', '-', '-', 'o', '-', 'e', 'm', 'o']",0.0
3166,"['o', 'n', 'm', '-', '-', '-', 'e', 'e', 'e', '-', 'm', 'o', 'n']",6.0
3167,"['o', 'n', 'e', 'e', 'e', 'n', '-', 'm', 'o', '-', 'm', '-', '-']",0.0
3168,"['o', 'o', 'e', 'm', '-', '-', 'm', 'n', 'e', 'n', '-', '-', 'e']",6.0
3169,"['o', 'm', 'm', 'e', 'o', '-', 'n', '-', 'e', '-', '-', 'n', 'e']",0.0
3170,"['m', '-', 'n', 'm', 'e', '-', 'e', 'o', '-', 'e', '-', 'o', 'n']",0.0
3171,"['m', 'e', 'o', 'n', 'm', '-', 'o', 'e', 'n', '-', 'e', '-', '-']",12.0
3172,"['-', 'n', 'm', 'n', 'e', 'o', 'm', 'e', '-', 'o', 'e', '-', '-']",9.0
3173,"['o', '-', '-', 'n', 'o', 'e', 'm', 'e', 'n', 'm', '-', '-', 'e']",0.0
3174,"['-', '-', 'n', 'n', 'o', '-', 'e', 'o', 'e', 'e', '-', 'm', 'm']",0.0
3175,"['e', 'n', 'm', 'e', 'o', '-', 'n', 'm', '-', '-', '-', 'o', 'e']",0.0
3176,"['-', 'o', 'e', '-', 'e', 'n', '-', 'm', '-', 'o', 'm', 'n', 'e']",9.0
3177,"['o', 'o', '-', '-', 'n', 'm', 'e', 'm', 'e', 'n', '-', '-', 'e']",24.0
3178,"['e', 'e', 'n', 'm', 'o', 'm', 'e', '-', 'o', '-', '-', '-', 'n']",5.0
3179,"['o', 'e', 'n', 'm', 'm', '-', '-', '-', 'e', '-', 'o', 'e', 'n']",13.0
3180,"['-', '-', 'm', 'e', 'n', 'e', 'e', '-', 'o', 'm', 'n', 'o', '-']",8.0
3181,"['n', 'o', 'm', 'm', '-', '-', '-', 'e', 'e', 'e', '-', 'n', 'o']",12.0
3182,"['-', '-', 'm', 'o', '-', 'e', 'n', 'e', 'm', '-', 'o', 'n', 'e']",0.0
3183,"['e', 'o', 'm', 'e', '-', '-', '-', 'e', 'm', '-', 'n', 'o', 'n']",18.0
3184,"['n', 'e', 'o', 'e', 'o', '-', 'e', '-', 'n', 'm', 'm', '-', '-']",2.0
3185,"['e', 'e', '-', 'o', '-', 'e', 'm', 'o', 'm', '-', 'n', '-', 'n']",6.0
3186,"['e', 'm', '-', 'n', '-', 'm', 'e', 'o', '-', 'o', 'e', 'n', '-']",13.0
3187,"['o', '-', 'n', 'e', 'e', 'o', 'm', '-', '-', 'e', '-', 'm', 'n']",0.0
3188,"['n', '-', '-', '-', 'e', 'm', 'o', 'm', 'e', '-', 'e', 'n', 'o']",3.0
3189,"['e', 'm', '-', 'n', 'n', 'o', 'e', 'm', 'o', 'e', '-', '-', '-']",2.0
3190,"['m', 'e', 'm', 'e', 'o', '-', 'n', 'n', '-', '-', 'e', 'o', '-']",13.0
3191,"['-', '-', 'e', '-', 'e', 'o', 'e', 'm', 'n', 'o', 'n', 'm', '-']",2.0
3192,"['m', 'n', 'e', '-', 'e', 'o', '-', 'e', 'n', '-', 'o', 'm', '-']",0.0
3193,"['-', '-', 'e', 'n', 'o', 'm', 'e', 'm', 'n', 'e', '-', '-', 'o']",7.0
3194,"['-', '-', 'o', 'e', 'm', 'n', 'e', 'e', '-', 'n', '-', 'm', 'o']",10.0
3195,"['e', '-', 'n', 'e', 'e', 'n', 'm', '-', 'o', '-', '-', 'o', 'm']",7.0
3196,"['-', 'e', '-', '-', 'm', '-', 'o', 'n', 'm', 'e', 'n', 'e', 'o']",7.0
3197,"['m', 'o', 'm', 'e', '-', '-', 'o', 'e', 'n', 'n', '-', '-', 'e']",28.0
3198,"['-', '-', 'e', 'e', 'm', 'm', '-', 'o', 'o', 'n', '-', 'e', 'n']",16.0
3199,"['-', '-', '-', 'n', 'n', 'm', 'm', 'e', 'e', 'e', 'o', '-', 'o']",15.0
3200,"['e', 'e', '-', '-', 'o', 'n', 'o', 'm', 'e', 'm', 'n', '-', '-']",0.0
3201,"['-', 'm', 'e', '-', 'n', 'm', 'o', '-', 'e', '-', 'o', 'n', 'e']",14.0
3202,"['o', '-', 'm', 'e', 'n', '-', 'o', 'e', '-', 'e', 'n', 'm', '-']",12.0
3203,"['e', 'm', 'o', '-', 'm', '-', '-', 'o', 'e', '-', 'n', 'e', 'n']",2.0
3204,"['-', 'o', '-', 'e', 'o', 'm', 'n', '-', '-', 'm', 'n', 'e', 'e']",15.0
3205,"['o', 'e', '-', 'e', 'm', 'n', '-', '-', 'e', 'n', 'o', '-', 'm']",18.0
3206,"['m', '-', 'o', 'n', 'n', '-', 'e', '-', 'o', 'e', '-', 'e', 'm']",0.0
3207,"['n', '-', 'n', 'm', 'm', '-', '-', 'o', 'e', '-', 'e', 'o', 'e']",0.0
3208,"['-', '-', 'e', 'n', 'm', 'm', 'e', '-', 'n', 'o', 'o', '-', 'e']",2.0
3209,"['-', '-', 'e', 'o', 'o', 'm', 'n', 'n', 'm', '-', 'e', 'e', '-']",26.0
3210,"['e', '-', 'n', 'm', 'e', 'm', 'o', 'o', '-', '-', '-', 'e', 'n']",8.0
3211,"['-', 'e', 'o', 'o', '-', 'n', 'm', 'e', '-', '-', 'e', 'm', 'n']",0.0
3212,"['m', '-', '-', 'o', '-', 'n', 'e', 'o', 'm', 'n', 'e', 'e', '-']",0.0
3213,"['-', 'o', '-', 'e', 'm', 'e', 'n', '-', 'n', 'o', '-', 'm', 'e']",22.0
3214,"['-', 'e', '-', 'o', '-', 'm', 'e', 'e', 'n', 'n', 'o', 'm', '-']",18.0
3215,"['n', 'm', '-', 'm', 'o', '-', '-', 'o', 'e', 'e', 'e', '-', 'n']",20.0
3216,"['n', 'o', '-', '-', '-', '-', 'e', 'n', 'e', 'm', 'o', 'e', 'm']",0.0
3217,"['-', 'n', 'e', 'm', '-', 'e', '-', 'm', 'n', 'o', 'e', '-', 'o']",0.0
3218,"['e', 'm', 'o', '-', 'n', '-', 'e', '-', 'o', 'm', '-', 'e', 'n']",0.0
3219,"['e', '-', 'o', 'n', 'm', 'e', '-', '-', 'e', 'o', 'n', 'm', '-']",3.0
3220,"['o', 'm', '-', 'e', 'n', '-', 'n', 'e', '-', 'o', 'm', '-', 'e']",0.0
3221,"['n', 'e', 'e', 'n', '-', 'm', 'e', 'o', '-', 'm', 'o', '-', '-']",13.0
3222,"['e', '-', 'm', 'm', 'e', '-', 'n', 'n', '-', 'o', '-', 'o', 'e']",0.0
3223,"['m', '-', 'e', 'o', 'e', 'e', 'n', 'm', 'n', '-', '-', '-', 'o']",0.0
3224,"['-', '-', 'n', '-', '-', 'm', 'e', 'n', 'o', 'm', 'e', 'e', 'o']",30.0
3225,"['-', 'e', 'e', 'n', '-', 'n', 'o', 'm', 'm', 'e', 'o', '-', '-']",12.0
3226,"['e', 'n', 'm', 'n', 'e', '-', '-', '-', 'e', 'o', '-', 'm', 'o']",0.0
3227,"['e', 'm', '-', '-', 'e', 'n', '-', 'o', '-', 'm', 'e', 'o', 'n']",6.0
3228,"['-', '-', 'm', 'n', '-', 'm', '-', 'o', 'e', 'e', 'e', 'n', 'o']",0.0
3229,"['m', '-', 'e', 'm', 'o', '-', 'e', '-', 'o', 'n', 'n', 'e', '-']",8.0
3230,"['-', '-', 'm', 'n', '-', 'e', 'o', 'e', '-', 'm', 'o', 'e', 'n']",30.0
3231,"['-', 'e', '-', 'e', 'n', '-', 'm', 'o', 'e', 'o', '-', 'n', 'm']",5.0
3232,"['-', 'e', '-', 'e', 'o', 'n', 'm', 'e', 'n', '-', 'o', '-', 'm']",15.0
3233,"['m', 'e', 'o', '-', 'e', '-', 'm', '-', '-', 'e', 'n', 'o', 'n']",84.0
3234,"['m', 'n', 'e', '-', 'n', 'e', '-', 'o', 'o', '-', 'e', '-', 'm']",0.0
3235,"['m', 'e', 'o', 'o', 'e', 'e', '-', 'n', '-', '-', 'm', '-', 'n']",0.0
3236,"['-', 'm', 'o', 'n', 'e', 'o', '-', 'e', 'm', '-', 'n', 'e', '-']",8.0
3237,"['-', 'm', 'n', '-', '-', 'e', 'n', 'o', 'e', 'e', 'm', 'o', '-']",0.0
3238,"['-', 'e', '-', 'o', '-', 'e', 'n', 'm', 'e', '-', 'n', 'm', 'o']",24.0
3239,"['e', 'o', '-', '-', '-', 'o', '-', 'e', 'n', 'm', 'n', 'e', 'm']",6.0
3240,"['-', 'n', 'm', 'o', '-', 'e', '-', 'e', '-', 'e', 'o', 'm', 'n']",12.0
3241,"['-', '-', 'e', 'm', 'o', 'm', 'e', 'o', '-', '-', 'n', 'n', 'e']",12.0
3242,"['-', 'o', 'e', 'm', '-', 'n', '-', 'n', 'm', '-', 'e', 'e', 'o']",14.0
3243,"['o', '-', 'n', 'o', 'e', 'e', '-', 'm', '-', 'm', '-', 'e', 'n']",11.0
3244,"['m', 'o', 'n', 'm', 'e', '-', 'n', 'o', 'e', '-', 'e', '-', '-']",3.0
3245,"['o', '-', 'm', 'n', '-', '-', 'o', 'n', 'e', 'm', 'e', 'e', '-']",8.0
3246,"['e', 'o', 'e', '-', '-', '-', 'n', '-', 'n', 'm', 'o', 'e', 'm']",0.0
3247,"['e', 'm', 'e', 'e', 'n', 'o', '-', 'o', 'm', '-', 'n', '-', '-']",22.0
3248,"['o', 'e', '-', 'm', 'o', 'e', 'm', '-', '-', 'n', 'e', '-', 'n']",16.0
3249,"['n', '-', 'm', 'e', '-', 'o', 'e', 'o', '-', 'e', 'n', '-', 'm']",15.0
3250,"['n', 'o', '-', 'e', '-', 'm', 'e', '-', 'e', 'n', 'o', '-', 'm']",0.0
3251,"['o', 'n', '-', '-', 'e', 'o', 'm', 'e', '-', 'm', '-', 'n', 'e']",12.0
3252,"['n', '-', 'o', 'm', 'n', 'o', '-', 'e', 'e', 'e', '-', 'm', '-']",10.0
3253,"['-', 'm', 'o', 'n', 'e', '-', 'e', '-', 'm', 'o', 'n', '-', 'e']",15.0
3254,"['m', 'e', '-', '-', '-', 'n', '-', 'n', 'o', 'm', 'e', 'o', 'e']",0.0
3255,"['m', 'o', '-', 'm', 'o', 'e', 'e', '-', 'n', '-', 'n', 'e', '-']",22.0
3256,"['n', '-', '-', '-', 'e', 'e', 'o', 'm', 'o', 'n', 'e', '-', 'm']",0.0
3257,"['e', 'o', 'n', 'o', '-', '-', 'e', 'n', 'm', 'm', '-', 'e', '-']",24.0
3258,"['e', '-', 'o', 'o', 'e', 'n', 'n', '-', 'e', '-', 'm', 'm', '-']",0.0
3259,"['e', 'n', 'm', 'o', '-', 'e', '-', 'm', 'n', '-', 'e', '-', 'o']",0.0
3260,"['-', '-', '-', '-', 'n', 'o', 'm', 'm', 'o', 'e', 'e', 'e', 'n']",29.0
3261,"['-', 'm', 'm', '-', 'n', 'e', '-', 'n', 'e', 'e', '-', 'o', 'o']",18.0
3262,"['-', '-', 'e', '-', 'm', 'n', 'm', 'e', 'n', '-', 'o', 'e', 'o']",6.0
3263,"['e', 'm', 'o', '-', '-', '-', 'm', '-', 'o', 'e', 'n', 'n', 'e']",0.0
3264,"['n', 'o', '-', 'm', 'm', 'o', '-', '-', 'e', 'n', '-', 'e', 'e']",8.0
3265,"['e', 'o', 'e', '-', 'n', 'o', '-', '-', 'm', 'e', 'm', 'n', '-']",0.0
3266,"['e', '-', 'm', 'n', 'o', '-', 'o', 'n', 'm', 'e', 'e', '-', '-']",14.0
3267,"['o', 'e', 'm', 'n', 'n', '-', '-', 'm', 'e', 'o', '-', 'e', '-']",12.0
3268,"['-', 'e', '-', 'm', 'o', '-', '-', 'e', 'o', 'n', 'n', 'm', 'e']",0.0
3269,"['n', 'o', '-', '-', 'm', '-', '-', 'e', 'o', 'm', 'e', 'e', 'n']",0.0
3270,"['e', 'o', 'n', '-', '-', '-', '-', 'e', 'n', 'm', 'o', 'e', 'm']",0.0
3271,"['e', 'n', 'm', 'm', 'o', 'e', '-', 'n', '-', '-', 'o', 'e', '-']",12.0
3272,"['-', 'o', 'n', 'e', '-', '-', '-', 'e', 'e', 'm', 'o', 'm', 'n']",36.0
3273,"['o', 'n', '-', 'e', 'm', 'o', '-', 'm', 'n', '-', '-', 'e', 'e']",0.0
3274,"['-', '-', 'e', '-', 'm', 'o', 'e', 'm', 'n', 'o', 'n', 'e', '-']",18.0
3275,"['m', 'e', 'e', 'o', 'n', 'o', 'n', '-', '-', 'm', '-', '-', 'e']",13.0
3276,"['o', 'm', 'e', 'e', '-', 'n', '-', '-', 'o', 'n', 'm', '-', 'e']",0.0
3277,"['o', 'e', 'n', 'o', '-', 'e', 'n', '-', '-', 'm', '-', 'm', 'e']",7.0
3278,"['e', '-', 'm', 'n', 'e', 'e', '-', 'm', 'o', 'n', 'o', '-', '-']",8.0
3279,"['-', 'e', 'o', 'n', 'n', '-', '-', '-', 'm', 'm', 'e', 'e', 'o']",35.0
3280,"['-', 'e', 'e', '-', 'm', 'm', 'e', '-', '-', 'o', 'n', 'n', 'o']",8.0
3281,"['e', 'e', 'n', '-', '-', 'n', 'o', '-', 'e', '-', 'm', 'm', 'o']",0.0
3282,"['-', 'n', 'e', '-', 'm', '-', 'e', '-', 'e', 'o', 'o', 'm', 'n']",4.0
3283,"['e', 'o', '-', '-', 'n', 'n', 'm', 'o', 'm', 'e', '-', 'e', '-']",25.0
3284,"['e', 'e', 'o', 'e', '-', 'o', '-', 'n', '-', '-', 'n', 'm', 'm']",15.0
3285,"['e', '-', 'm', '-', 'o', 'n', 'm', 'o', 'e', '-', 'n', 'e', '-']",6.0
3286,"['e', 'm', 'o', 'n', '-', 'e', 'n', 'o', '-', 'm', '-', 'e', '-']",0.0
3287,"['o', 'n', 'e', '-', 'm', 'e', 'm', 'o', 'e', '-', 'n', '-', '-']",0.0
3288,"['n', 'e', 'e', '-', 'n', '-', '-', 'o', 'm', 'e', '-', 'o', 'm']",11.0
3289,"['m', 'e', 'n', 'o', 'e', 'o', 'e', '-', 'n', '-', 'm', '-', '-']",20.0
3290,"['m', '-', 'n', 'e', 'e', 'o', 'e', 'n', '-', 'm', 'o', '-', '-']",0.0
3291,"['m', 'e', 'o', 'e', '-', '-', 'e', '-', 'o', 'n', '-', 'm', 'n']",10.0
3292,"['n', 'o', 'n', 'e', '-', '-', '-', 'o', 'm', 'e', 'e', '-', 'm']",8.0
3293,"['o', '-', '-', 'n', '-', '-', 'e', 'e', 'n', 'o', 'e', 'm', 'm']",0.0
3294,"['-', 'o', 'e', 'n', 'n', 'e', 'o', '-', 'm', 'e', '-', 'm', '-']",1.0
3295,"['m', '-', '-', 'o', 'n', 'm', 'n', 'e', 'o', '-', 'e', 'e', '-']",3.0
3296,"['m', '-', 'o', 'm', '-', '-', 'o', 'e', '-', 'e', 'n', 'n', 'e']",0.0
3297,"['n', 'm', '-', 'e', 'n', 'e', 'o', '-', 'm', '-', '-', 'o', 'e']",0.0
3298,"['-', 'n', 'e', 'm', 'e', '-', 'o', 'e', 'o', '-', '-', 'n', 'm']",0.0
3299,"['n', 'e', 'm', 'm', '-', 'o', '-', 'e', 'n', '-', 'e', '-', 'o']",2.0
3300,"['-', 'm', 'o', 'e', '-', '-', 'e', 'm', '-', 'o', 'n', 'e', 'n']",0.0
3301,"['-', 'o', 'n', '-', '-', 'e', 'm', 'e', 'n', 'e', 'o', '-', 'm']",0.0
3302,"['o', 'm', 'n', 'e', 'm', 'e', 'n', 'e', '-', '-', 'o', '-', '-']",8.0
3303,"['-', 'm', 'n', '-', 'o', 'o', 'e', '-', 'n', 'e', 'e', 'm', '-']",14.0
3304,"['o', '-', 'e', 'o', '-', 'm', '-', 'e', '-', 'e', 'n', 'n', 'm']",8.0
3305,"['-', 'n', 'e', 'm', '-', 'e', 'o', 'n', '-', 'e', '-', 'o', 'm']",0.0
3306,"['e', 'e', 'm', 'n', 'e', '-', '-', 'o', '-', 'm', '-', 'o', 'n']",12.0
3307,"['n', 'e', 'n', 'm', '-', '-', '-', '-', 'm', 'o', 'e', 'e', 'o']",15.0
3308,"['e', 'e', 'm', '-', '-', 'o', 'o', '-', 'n', 'm', '-', 'n', 'e']",4.0
3309,"['m', 'e', 'n', 'o', '-', '-', 'o', '-', 'e', 'm', 'n', '-', 'e']",0.0
3310,"['-', 'o', 'e', '-', 'm', '-', 'e', 'e', 'm', 'n', 'o', 'n', '-']",3.0
3311,"['e', '-', 'e', 'n', 'n', 'm', 'm', 'o', 'o', '-', '-', 'e', '-']",0.0
3312,"['-', 'e', '-', 'n', 'm', 'o', 'e', '-', 'm', '-', 'e', 'n', 'o']",0.0
3313,"['-', 'o', 'n', 'e', '-', '-', '-', 'm', 'o', 'e', 'm', 'e', 'n']",24.0
3314,"['-', 'n', 'e', '-', 'e', 'n', 'm', 'e', 'm', '-', '-', 'o', 'o']",5.0
3315,"['e', 'o', 'e', '-', 'n', 'n', 'm', '-', 'o', 'e', '-', 'm', '-']",0.0
3316,"['o', 'n', '-', 'e', '-', 'n', 'm', '-', 'm', 'e', 'e', '-', 'o']",6.0
3317,"['m', 'e', '-', 'o', 'o', '-', '-', 'n', 'e', 'm', 'n', '-', 'e']",0.0
3318,"['-', '-', 'o', '-', 'e', 'n', 'm', 'e', 'o', 'e', '-', 'm', 'n']",0.0
3319,"['m', 'o', '-', 'o', '-', 'e', 'n', '-', 'e', '-', 'e', 'm', 'n']",7.0
3320,"['m', '-', 'e', 'e', '-', 'n', 'm', '-', '-', 'o', 'n', 'o', 'e']",30.0
3321,"['m', '-', 'n', 'o', '-', 'e', 'e', 'm', 'e', '-', 'n', '-', 'o']",0.0
3322,"['n', 'e', 'o', 'n', 'm', '-', 'e', 'o', '-', '-', 'e', '-', 'm']",15.0
3323,"['m', 'm', 'e', '-', 'n', 'e', '-', '-', 'o', '-', 'o', 'n', 'e']",16.0
3324,"['m', 'n', 'm', 'o', 'o', '-', '-', 'e', '-', '-', 'e', 'n', 'e']",0.0
3325,"['-', '-', '-', '-', 'e', 'e', 'm', 'o', 'e', 'm', 'o', 'n', 'n']",6.0
3326,"['o', 'n', 'm', 'e', '-', 'm', '-', 'e', 'e', '-', 'o', '-', 'n']",12.0
3327,"['m', 'e', '-', 'o', '-', 'n', 'o', 'm', '-', 'e', '-', 'e', 'n']",11.0
3328,"['n', 'm', '-', 'e', 'o', '-', 'n', '-', 'o', 'm', 'e', 'e', '-']",5.0
3329,"['-', '-', 'e', 'e', 'o', 'o', 'e', '-', 'm', '-', 'm', 'n', 'n']",5.0
3330,"['-', '-', 'e', '-', 'o', 'n', 'n', 'o', 'm', 'e', 'm', '-', 'e']",11.0
3331,"['-', '-', 'o', 'e', 'e', '-', 'o', 'n', 'n', '-', 'm', 'e', 'm']",18.0
3332,"['m', 'm', 'e', '-', '-', '-', 'o', 'n', 'o', 'e', 'e', '-', 'n']",18.0
3333,"['e', 'm', 'm', 'o', 'n', 'o', 'e', 'e', '-', 'n', '-', '-', '-']",0.0
3334,"['m', 'o', 'n', 'e', '-', '-', '-', 'e', '-', 'm', 'e', 'n', 'o']",36.0
3335,"['m', 'e', 'o', 'o', '-', '-', 'n', 'm', 'n', '-', 'e', '-', 'e']",27.0
3336,"['e', 'o', '-', 'e', '-', 'n', '-', 'm', 'e', 'n', 'o', '-', 'm']",0.0
3337,"['-', 'n', 'm', '-', 'e', 'o', 'e', 'n', 'm', 'o', '-', 'e', '-']",0.0
3338,"['-', 'e', 'o', 'n', 'e', 'm', '-', 'n', 'e', 'm', '-', '-', 'o']",5.0
